Stock_Number,Deletion,Rxn_Norm,Chromosome,Background,Block,Numeric_Phenotype,Deletion_Set,Gene
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,7,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,7,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,3,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,3,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,3,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,3,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,3,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,3,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,SAM,6,4,DrosDel,vg
6326,CONTROL,sd[E3],2R,ORE,8,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,8,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,9,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,10,4,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,8,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,7,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
6326,CONTROL,sd[E3],2R,SAM,9,6,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,8,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,1,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,9,1,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,ORE,10,2,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,5,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,4,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,8,3,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,9,7,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,9,6,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,9,5,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,9,5,Exelixis,vg
7870,Df(2R)Exel7123,sd[E3] X Exelixis[Df(vg)],2R,SAM,9,5,Exelixis,vg
6326,CONTROL,sd[E3],2R,ORE,30,5,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,30,5,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,30,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,30,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,30,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,30,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,30,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,31,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,31,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,31,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,31,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,31,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,ORE,31,4,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,30,6,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,31,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,31,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,31,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,31,7,Exelixispbac,vg
6326,CONTROL,sd[E3],2R,SAM,31,6,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,ORE,30,4,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,ORE,30,4,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,ORE,30,4,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,ORE,30,4,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,SAM,30,5,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,SAM,30,5,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,SAM,30,5,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,SAM,30,5,Exelixispbac,vg
18580,PBac{WH}vg[f02736],sd[E3] X  Exelixis(PBac{WH}vg[f02736]),2R,SAM,30,4,Exelixispbac,vg
Ore_sd[E3],Control,sd[E3],2R,ORE,1,4,Oregon-R,vg
Ore_sd[E3],Control,sd[E3],2R,ORE,1,4,Oregon-R,vg
Ore_sd[E3],Control,sd[E3],2R,ORE,1,4,Oregon-R,vg
Ore_sd[E3],Control,sd[E3],2R,ORE,1,3,Oregon-R,vg
Ore_sd[E3],Control,sd[E3],2R,ORE,1,3,Oregon-R,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,ORE,1,4,Oregon-R,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,ORE,1,4,Oregon-R,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,ORE,1,4,Oregon-R,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,ORE,1,4,Oregon-R,vg
Sam_sd[E3],Control,sd[E3],2R,SAM,1,7,Samarkand,vg
Sam_sd[E3],Control,sd[E3],2R,SAM,1,7,Samarkand,vg
Sam_sd[E3],Control,sd[E3],2R,SAM,1,7,Samarkand,vg
Sam_sd[E3],Control,sd[E3],2R,SAM,1,7,Samarkand,vg
Sam_sd[E3],Control,sd[E3],2R,SAM,1,6,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,5,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,5,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,5,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,5,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,5,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,4,Samarkand,vg
18580,PBac{WH}vg[f02736],sd[E3] X  vg[f02736],2R,SAM,30,4,Samarkand,vg
